编号,片段名,文本,语言,中文,answer,selected_model,available_models,source_text_check,target_language_check
50082,电视剧2 EP12,"Namun, puan menyiasat kasus di luar dan minum arak dengan orang tak berkaitan di jalanan.",马来语,可您不是跑出去办案就是去大街上与一堆不相干的人吃酒,"Namun, bukankah awak keluar menyelesaikan kes atau pergi ke jalan besar minum arak bersama orang yang tak berkaitan?",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可您不是跑出去办案就是去大街上与一堆不相干的人吃酒,马来语
50083,电视剧2 EP12,But you've either been out on cases or drinking with a bunch of strangers.,英语,可您不是跑出去办案就是去大街上与一堆不相干的人吃酒,But you're either out on a case or drinking on the streets with a bunch of strangers.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可您不是跑出去办案就是去大街上与一堆不相干的人吃酒,英语
50084,电视剧2 EP12,"Kini, Ketua Shen menunggu puan setengah hari di kediaman.",马来语,如今大阁领又在府上等了您半宿,"Sekarang, Ketua Shen menunggu puan lagi di kediaman selama separuh malam.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",如今大阁领又在府上等了您半宿,马来语
50085,电视剧2 EP12,Now that the Commander has been waiting for you all night.,英语,如今大阁领又在府上等了您半宿,Now the Chief has been waiting for you at the residence for half the night again.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",如今大阁领又在府上等了您半宿,英语
50086,电视剧2 EP12,Saya ingat Jabatan Pengawal Diraja sibuk dengan siasatan.,马来语,我还以为内卫府忙于查案呢,Saya ingat Jabatan Pengawal Diraja sibuk menyiasat kes.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我还以为内卫府忙于查案呢,马来语
50087,电视剧2 EP12,I thought you were busy with investigations.,英语,我还以为内卫府忙于查案呢,I thought the Imperial Guard was busy investigating cases.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我还以为内卫府忙于查案呢,英语
50088,电视剧2 EP12,Awak masih tahu balik?,马来语,还知道回来,Masih tahu nak balik?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还知道回来,马来语
50089,电视剧2 EP12,So you do realize you have a home.,英语,还知道回来,You finally decided to come back.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还知道回来,英语
50090,电视剧2 EP12,Saya pergi ke Jabatan Pengawal Diraja dua hari ini,马来语,我这两日去内卫府报到,Saya akan melapor diri ke Jabatan Pengawal Diraja dalam dua hari ini.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我这两日去内卫府报到,马来语
50091,电视剧2 EP12,I reported for duty to the Imperial Guard.,英语,我这两日去内卫府报到,I'll report to the Imperial Guard in the next two days.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我这两日去内卫府报到,英语
50092,电视剧2 EP12,dan memeriksa kediaman Chen Shoujie. Saya juga minum arak bersama Chuichui dan Abang Xu.,马来语,又去查看了陈守杰的府邸又跟垂垂和徐大哥去吃了酒,"Saya pergi memeriksa kediaman Chen Shoujie lagi, kemudian pergi minum arak dengan Chuichui dan Abang Xu.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",又去查看了陈守杰的府邸又跟垂垂和徐大哥去吃了酒,马来语
50093,电视剧2 EP12,I also investigated Chen Shoujie's residence and went out for drinks with Chui and Chief Xu.,英语,又去查看了陈守杰的府邸又跟垂垂和徐大哥去吃了酒,"I went to check Chen Shoujie's residence again, then had drinks with Chuichui and Brother Xu.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",又去查看了陈守杰的府邸又跟垂垂和徐大哥去吃了酒,英语
50094,电视剧2 EP12,"Saya juga terserempak dengan peniaga, Pan.",马来语,还遇到了行商阿潘,Juga bertemu dengan peniaga bernama Pan.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还遇到了行商阿潘,马来语
50095,电视剧2 EP12,"I even ran into the merchant, Pan.",英语,还遇到了行商阿潘,I also ran into a traveling merchant named Apan.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还遇到了行商阿潘,英语
50096,电视剧2 EP12,"Jadi, saya pulang dengan lambat.",马来语,所以回来得晚了些,"Jadi, saya pulang lewat sedikit.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以回来得晚了些,马来语
50097,电视剧2 EP12,So I came back a bit late.,英语,所以回来得晚了些,That's why I came back a bit late.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以回来得晚了些,英语
50098,电视剧2 EP12,Awak nak jumpa saya untuk apa?,马来语,你找我有什么事吗,Awak cari saya ada apa-apa?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你找我有什么事吗,马来语
50099,电视剧2 EP12,Did you need something from me?,英语,你找我有什么事吗,What can I do for you?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你找我有什么事吗,英语
50100,电视剧2 EP12,Makanlah jika awak lapar.,马来语,饿了就去吃饭啊,"Kalau dah lapar, pergilah makan.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",饿了就去吃饭啊,马来语
50101,电视剧2 EP12,"If you're hungry, you should eat!",英语,饿了就去吃饭啊,"If you're hungry, go eat.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",饿了就去吃饭啊,英语
50102,电视剧2 EP12,"Oh, ya. Saya pulang untuk beritahu awak",马来语,对了我回来是想跟你说一声,"Oh ya, saya balik untuk beritahu awak.",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",对了我回来是想跟你说一声,马来语
50103,电视剧2 EP12,"By the way, I came back to let you know.",英语,对了我回来是想跟你说一声,"By the way, I came back to tell you something.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",对了我回来是想跟你说一声,英语
50104,电视剧2 EP12,bahawa saya janji mak saya untuk balik ke Kediaman Yan malam ini.,马来语,我答应了阿娘今晚要回颜府,Saya sudah berjanji pada mak untuk pulang ke Kediaman Yan malam ini.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我答应了阿娘今晚要回颜府,马来语
50105,电视剧2 EP12,I promised my mother that I'd return to the Yan residence tonight.,英语,我答应了阿娘今晚要回颜府,I promised Mother I would return to the Yan residence tonight.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我答应了阿娘今晚要回颜府,英语
50106,电视剧2 EP12,Awak makan dahulu.,马来语,你先去吃饭吧,Awak pergi makan dulu.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你先去吃饭吧,马来语
50107,电视剧2 EP12,You go ahead and eat.,英语,你先去吃饭吧,You go ahead and eat.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你先去吃饭吧,英语
50108,电视剧2 EP12,Saya sudah sediakan makan malam.,马来语,我晚膳已经准备好了,Saya sudah menyediakan makan malam.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我晚膳已经准备好了,马来语
50109,电视剧2 EP12,I've already prepared dinner for you.,英语,我晚膳已经准备好了,My dinner is ready.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我晚膳已经准备好了,英语
50110,电视剧2 EP12,Makan apa lagi?,马来语,还用什么膳啊,Tak ada selera nak makan.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还用什么膳啊,马来语
50111,电视剧2 EP12,Forget dinner.,英语,还用什么膳啊,What's the point of eating now?,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",还用什么膳啊,英语
50112,电视剧2 EP12,"Tanpa saya, keluarga ini akan berpisah.",马来语,这个家没我早晚得散,"Tanpa saya, keluarga ini akan berpecah-belah lambat-laun.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个家没我早晚得散,马来语
50113,电视剧2 EP12,This family will fall apart without me!,英语,这个家没我早晚得散,This family would fall apart without me.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个家没我早晚得散,英语
50114,电视剧2 EP12,"Pak Zhong, awak pergi dahulu.",马来语,忠叔 您先去,"Pak Zhong, awak pergi dulu.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",忠叔 您先去,马来语
50115,电视剧2 EP12,"Zhong, you go ahead.",英语,忠叔 您先去,"Uncle Zhong, you go first.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",忠叔 您先去,英语
50116,电视剧2 EP12,Saya dan Ketua Shen akan datang nanti.,马来语,我跟大阁领马上就来,Saya dan Ketua Shen akan datang segera.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我跟大阁领马上就来,马来语
50117,电视剧2 EP12,We will join you shortly.,英语,我跟大阁领马上就来,The Chief and I will be right there.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我跟大阁领马上就来,英语
50118,电视剧2 EP12,Ketua Shen. Puan bukanlah wanita kampung yang buta huruf.,马来语,大阁领夫人她又不是什么大字不识的乡野村妇,Puan Shen bukannya perempuan kampung yang buta huruf.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",大阁领夫人她又不是什么大字不识的乡野村妇,马来语
50119,电视剧2 EP12,"My lord, my lady is not just some illiterate village girl.",英语,大阁领夫人她又不是什么大字不识的乡野村妇,It's not like the Lady is some illiterate country bumpkin.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",大阁领夫人她又不是什么大字不识的乡野村妇,英语
50120,电视剧2 EP12,Dia ialah penolong setiausaha Kementerian Kehakiman.,马来语,人家可是堂堂的刑部书吏,Dia ialah penolong setiausaha Kementerian Kehakiman yang berwibawa.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",人家可是堂堂的刑部书吏,马来语
50121,电视剧2 EP12,She is a respected female official in the Ministry of Justice.,英语,人家可是堂堂的刑部书吏,I am a distinguished clerk of the Ministry of Justice.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",人家可是堂堂的刑部书吏,英语
50122,电视剧2 EP12,Dia mempunyai tugasan rasmi.,马来语,有公职在身,Saya memegang jawatan awam.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",有公职在身,马来语
50123,电视剧2 EP12,She holds a public position.,英语,有公职在身,I'm on official duty.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",有公职在身,英语
50124,电视剧2 EP12,Dia menjalankan urusan rasmi pada siang hari. Tak mengapa jika dia minum arak bersama rakan sekerja pada waktu malam.,马来语,那白日里办的都是正事晚间跟同僚们一起吃个酒也没什么,"Pada siang hari, semua urusan yang dilakukan adalah urusan rasmi. Pada waktu malam, minum-minum bersama rakan sekerja pun tidak mengapa.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那白日里办的都是正事晚间跟同僚们一起吃个酒也没什么,马来语
50125,电视剧2 EP12,"During the day, she handles serious matters, and at night, it's normal that she shares a drink with her colleagues.",英语,那白日里办的都是正事晚间跟同僚们一起吃个酒也没什么,"During the day, we handle official business, and in the evening, having a drink with colleagues is nothing out of the ordinary.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那白日里办的都是正事晚间跟同僚们一起吃个酒也没什么,英语
50126,电视剧2 EP12,"Sebaliknya, tuan agak membesar-besarkan hal ini.",马来语,反倒就是您有点小题大做,"Sebaliknya, tuan yang terlalu membesar-besarkan perkara.",dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",反倒就是您有点小题大做,马来语
50127,电视剧2 EP12,"On the other hand, you might be overreacting a bit.",英语,反倒就是您有点小题大做,It's actually you who's making a mountain out of a molehill.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",反倒就是您有点小题大做,英语
50128,电视剧2 EP12,"Maksud saya, lebih baik awak ambil kesempatan ini...",马来语,所以我的意思是您不如借此机会,"Jadi, maksud saya, lebih baik awak ambil peluang ini.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以我的意思是您不如借此机会,马来语
50129,电视剧2 EP12,"So what I mean is, you might as well take this opportunity...",英语,所以我的意思是您不如借此机会,"So what I mean is, you might as well take this opportunity.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以我的意思是您不如借此机会,英语
50130,电视剧2 EP12,Saya tak boleh makan lagi.,马来语,我真的不能再喝了,Saya betul-betul tak boleh minum lagi.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我真的不能再喝了,马来语
50131,电视剧2 EP12,I really can't take anymore.,英语,我真的不能再喝了,I really can't drink anymore.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我真的不能再喝了,英语
50132,电视剧2 EP12,Inilah makanan tambahan yang mak pilih.,马来语,这可是娘挑的最好的补品,Inilah suplemen terbaik yang dipilih oleh ibu.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这可是娘挑的最好的补品,马来语
50133,电视剧2 EP12,This is the finest tonic that I chose for you.,英语,这可是娘挑的最好的补品,This is the finest tonic Mother has picked out.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这可是娘挑的最好的补品,英语
50134,电视剧2 EP12,Inilah rebusan khas untuk awak.,马来语,给你炖的小灶,Saya masakkan sup istimewa untuk awak.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",给你炖的小灶,马来语
50135,电视剧2 EP12,I made it just for you.,英语,给你炖的小灶,I made this specially for you.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",给你炖的小灶,英语
50136,电视剧2 EP12,"Sayangnya, menantu mak tak balik. Jika tak, kamu boleh makan bersama",马来语,就可惜姑爷没回来不然给你俩一起补补,"Sayangnya menantu tak balik, kalau tidak boleh tambah khasiat untuk kamu berdua.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",就可惜姑爷没回来不然给你俩一起补补,马来语
50137,电视剧2 EP12,"It's a shame your husband isn't with you, or you two could have enjoyed it together.",英语,就可惜姑爷没回来不然给你俩一起补补,"It's a shame your husband isn't back. Otherwise, I would have made this for both of you.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",就可惜姑爷没回来不然给你俩一起补补,英语
50138,电视剧2 EP12,dan melahirkan dua anak dalam tiga tahun.,马来语,保证三年抱俩,Saya jamin akan dapat dua anak dalam tiga tahun.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",保证三年抱俩,马来语
50139,电视剧2 EP12,I promise you'd have two kids in three years!,英语,保证三年抱俩,I guarantee we'll have two kids in three years.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",保证三年抱俩,英语
50140,电视剧2 EP12,Mak mengarut apa?,马来语,你在瞎琢磨些什么呢,Apa yang awak asyik fikirkan?,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你在瞎琢磨些什么呢,马来语
50141,电视剧2 EP12,"Stop your wild imagination, please.",英语,你在瞎琢磨些什么呢,What on earth are you thinking about?,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你在瞎琢磨些什么呢,英语
50142,电视剧2 EP12,"Tiada apa-apa yang pelik di dalam ini, bukan?",马来语,这个里面没有放什么奇怪的东西吧,"Dalam ini tak ada benda pelik pun, kan?",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个里面没有放什么奇怪的东西吧,马来语
50143,电视剧2 EP12,Did you put anything weird in it?,英语,这个里面没有放什么奇怪的东西吧,"You didn't put anything strange in here, did you?",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个里面没有放什么奇怪的东西吧,英语
50144,电视剧2 EP12,Mak nak bubuhkan benda pelik juga.,马来语,你阿娘我倒是想呢,Mak awak ni memang nak.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你阿娘我倒是想呢,马来语
