编号,片段名,文本,语言,中文,label,音频路径,answer
52147,电视剧1 EP10,,马来语,还请您多多关照,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_09,020_00_13_10,220_chinesetts.wav",
52148,电视剧1 EP10,,马来语,我还以为你怕了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_11,860_00_13_12,740_chinesetts.wav",
52149,电视剧1 EP10,,马来语,难道你还能吃了我不成,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_13,580_00_13_15,060_chinesetts.wav",
52150,电视剧1 EP10,,马来语,我不是那个意思,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_17,580_00_13_18,660_chinesetts.wav",
52151,电视剧1 EP10,,马来语,你是只小什么,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_21,220_00_13_22,660_chinesetts.wav",
52152,电视剧1 EP10,,马来语,李总电梯门快关了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_22,660_00_13_24,100_chinesetts.wav",
52153,电视剧1 EP10,,马来语,工作可不是玩玩而已,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_35,500_00_13_36,700_chinesetts.wav",
52154,电视剧1 EP10,,马来语,我从来都没有想过玩玩而已,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_37,660_00_13_39,580_chinesetts.wav",
52155,电视剧1 EP10,,马来语,所以那个晚上你是认真的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_42,060_00_13_48,540_chinesetts.wav",
52156,电视剧1 EP10,,马来语,十分钟后胡说八道,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_13_59,300_00_14_00,580_chinesetts.wav",
52157,电视剧1 EP10,,马来语,明天的事都能成,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_11,860_00_14_14,980_chinesetts.wav",
52158,电视剧1 EP10,,马来语,来来来这边这边,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_18,900_00_14_20,500_chinesetts.wav",
52159,电视剧1 EP10,,马来语,啊过了过了过了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_20,500_00_14_21,500_chinesetts.wav",
52160,电视剧1 EP10,,马来语,那个你以后啊不要再叫我徐特助了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_22,700_00_14_25,220_chinesetts.wav",
52161,电视剧1 EP10,,马来语,以后你才是好兔兔,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_25,220_00_14_26,580_chinesetts.wav",
52162,电视剧1 EP10,,马来语,这个东西我都收拾好了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_28,300_00_14_29,500_chinesetts.wav",
52163,电视剧1 EP10,,马来语,那边呢是考虑工作职能,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_29,860_00_14_31,940_chinesetts.wav",
52164,电视剧1 EP10,,马来语,总之呢特别简单,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_14_32,540_00_14_33,900_chinesetts.wav",
52165,电视剧1 EP10,,马来语,给我一杯咖啡,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_21,620_00_15_22,420_chinesetts.wav",
52166,电视剧1 EP10,,马来语,李总您的咖啡,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_31,740_00_15_33,420_chinesetts.wav",
52167,电视剧1 EP10,,马来语,已经是温的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_36,700_00_15_37,380_chinesetts.wav",
52168,电视剧1 EP10,,马来语,您可以喝了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_37,380_00_15_38,380_chinesetts.wav",
52169,电视剧1 EP10,,马来语,怎么今天咖啡有点甜啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_44,540_00_15_45,860_chinesetts.wav",
52170,电视剧1 EP10,,马来语,我是按照许特助给的那个小本本上面写的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_48,420_00_15_51,700_chinesetts.wav",
52171,电视剧1 EP10,,马来语,三分之一包糖,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_51,700_00_15_52,860_chinesetts.wav",
52172,电视剧1 EP10,,马来语,应该没有错,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_52,860_00_15_53,820_chinesetts.wav",
52173,电视剧1 EP10,,马来语,孩子我害怕吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_15_54,820_00_15_56,020_chinesetts.wav",
52174,电视剧1 EP10,,马来语,可能是你比较甜,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_10,260_00_16_11,540_chinesetts.wav",
52175,电视剧1 EP10,,马来语,李总您的点心,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_21,980_00_16_24,340_chinesetts.wav",
52176,电视剧1 EP10,,马来语,可是您不是早上一向不吃点心吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_25,340_00_16_27,660_chinesetts.wav",
52177,电视剧1 EP10,,马来语,如果您还需要的话继续叫我,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_33,180_00_16_35,460_chinesetts.wav",
52178,电视剧1 EP10,,马来语,李总您的报纸,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_40,980_00_16_43,140_chinesetts.wav",
52179,电视剧1 EP10,,马来语,和现在用手机看新闻比较方便,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_44,420_00_16_47,940_chinesetts.wav",
52180,电视剧1 EP10,,马来语,我喜欢报纸,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_48,980_00_16_49,860_chinesetts.wav",
52181,电视剧1 EP10,,马来语,电磁暴比较环保,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_50,700_00_16_51,940_chinesetts.wav",
52182,电视剧1 EP10,,马来语,工作安排已经给你发到邮箱了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_57,820_00_16_59,420_chinesetts.wav",
52183,电视剧1 EP10,,马来语,您还有别的需要吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_16_59,420_00_17_01,420_chinesetts.wav",
52184,电视剧1 EP10,,马来语,你再给我读一遍,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_03,300_00_17_04,420_chinesetts.wav",
52185,电视剧1 EP10,,马来语,你好我是助理不是语音助手,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_04,420_00_17_07,180_chinesetts.wav",
52186,电视剧1 EP10,,马来语,我想请问一下李总一直需求这么多的吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_15,420_00_17_19,620_chinesetts.wav",
52187,电视剧1 EP10,,马来语,那为什么他,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_23,140_00_17_24,180_chinesetts.wav",
52188,电视剧1 EP10,,马来语,来一下我办公室,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_46,580_00_17_47,540_chinesetts.wav",
52189,电视剧1 EP10,,马来语,您还有什么事情吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_56,460_00_17_57,740_chinesetts.wav",
52190,电视剧1 EP10,,马来语,我这边事情实在是非常多,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_57,740_00_17_59,460_chinesetts.wav",
52191,电视剧1 EP10,,马来语,如果你没有什么事情的话请你少叫我可以吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_17_59,460_00_18_01,980_chinesetts.wav",
52192,电视剧1 EP10,,马来语,从此我脱离第一天,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_02,900_00_18_04,260_chinesetts.wav",
52193,电视剧1 EP10,,马来语,你就受不了了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_04,260_00_18_05,140_chinesetts.wav",
52194,电视剧1 EP10,,马来语,这就是你说的做好准备了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_09,620_00_18_11,140_chinesetts.wav",
52195,电视剧1 EP10,,马来语,随时听您吩咐,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_14,340_00_18_15,180_chinesetts.wav",
52196,电视剧1 EP10,,马来语,我日你妈,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_17,820_00_18_18,580_chinesetts.wav",
52197,电视剧1 EP10,,马来语,帮我整理一下,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_18,780_00_18_19,580_chinesetts.wav",
52198,电视剧1 EP10,,马来语,李总我不会欺凌的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_28,100_00_18_30,060_chinesetts.wav",
52199,电视剧1 EP10,,马来语,你是不会呢还是不愿意啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_31,100_00_18_33,260_chinesetts.wav",
52200,电视剧1 EP10,,马来语,我真的不会欺凌的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_35,100_00_18_37,500_chinesetts.wav",
52201,电视剧1 EP10,,马来语,总不能让老板干这种小事吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_40,420_00_18_42,100_chinesetts.wav",
52202,电视剧1 EP10,,马来语,我真的不太会呀,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_51,460_00_18_52,900_chinesetts.wav",
52203,电视剧1 EP10,,马来语,我可以偶尔认识你好吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_18_55,340_00_18_56,980_chinesetts.wav",
52204,电视剧1 EP10,,马来语,可以不开这种玩笑吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_00,420_00_19_01,980_chinesetts.wav",
52205,电视剧1 EP10,,马来语,那你的意思是我下班了就可以说话,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_08,740_00_19_11,780_chinesetts.wav",
52206,电视剧1 EP10,,马来语,李总一起去开会吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_14,140_00_19_16,020_chinesetts.wav",
52207,电视剧1 EP10,,马来语,还是我来吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_18,580_00_19_19,420_chinesetts.wav",
52208,电视剧1 EP10,,马来语,没事就这样吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_20,180_00_19_21,820_chinesetts.wav",
52209,电视剧1 EP10,,马来语,行啊侯爷你还满意吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_35,340_00_19_36,860_chinesetts.wav",
52210,电视剧1 EP10,,马来语,他确实没有太多经验,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_38,220_00_19_39,780_chinesetts.wav",
52211,电视剧1 EP10,,马来语,如果不合适的话,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_40,020_00_19_40,860_chinesetts.wav",
52212,电视剧1 EP10,,马来语,挺好的暂时就它吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_19_41,140_00_19_43,140_chinesetts.wav",
52213,电视剧2 EP12,,马来语,如果大格岭不答应为锦绣坊平反云雀愿以死明志,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_37,760_00_35_41,680_chinesetts.wav",
52214,电视剧2 EP12,,英语,如果大格岭不答应为锦绣坊平反云雀愿以死明志,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_37,760_00_35_41,680_chinesetts.wav",
52215,电视剧2 EP12,,马来语,大人请求大人为锦绣放平房,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_45,600_00_35_48,160_chinesetts.wav",
52216,电视剧2 EP12,,英语,大人请求大人为锦绣放平房,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_45,600_00_35_48,160_chinesetts.wav",
52217,电视剧2 EP12,,马来语,此女子犯了何罪啊,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_57,560_00_35_59,000_chinesetts.wav",
52218,电视剧2 EP12,,英语,此女子犯了何罪啊,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_57,560_00_35_59,000_chinesetts.wav",
52219,电视剧2 EP12,,马来语,要当街烧人,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_59,000_00_36_00,120_chinesetts.wav",
52220,电视剧2 EP12,,英语,要当街烧人,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_35_59,000_00_36_00,120_chinesetts.wav",
52221,电视剧2 EP12,,马来语,这边是襄安朱雀街天子脚下,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_00,440_00_36_03,200_chinesetts.wav",
52222,电视剧2 EP12,,英语,这边是襄安朱雀街天子脚下,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_00,440_00_36_03,200_chinesetts.wav",
52223,电视剧2 EP12,,马来语,百姓们都看着呢,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_03,320_00_36_04,600_chinesetts.wav",
52224,电视剧2 EP12,,英语,百姓们都看着呢,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_03,320_00_36_04,600_chinesetts.wav",
52225,电视剧2 EP12,,马来语,不会是想要草菅人命吧,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_04,800_00_36_06,480_chinesetts.wav",
52226,电视剧2 EP12,,英语,不会是想要草菅人命吧,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_04,800_00_36_06,480_chinesetts.wav",
52227,电视剧2 EP12,,马来语,我不过是想成为一个刺客,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_06,840_00_36_09,000_chinesetts.wav",
52228,电视剧2 EP12,,英语,我不过是想成为一个刺客,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_06,840_00_36_09,000_chinesetts.wav",
52229,电视剧2 EP12,,马来语,沈大格力也要插手不成,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_09,600_00_36_11,720_chinesetts.wav",
52230,电视剧2 EP12,,英语,沈大格力也要插手不成,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_09,600_00_36_11,720_chinesetts.wav",
52231,电视剧2 EP12,,马来语,原来您才是白无常山大哥里,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_13,840_00_36_16,040_chinesetts.wav",
52232,电视剧2 EP12,,英语,原来您才是白无常山大哥里,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_13,840_00_36_16,040_chinesetts.wav",
52233,电视剧2 EP12,,马来语,走不成,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_16,120_00_36_17,000.wav",
52234,电视剧2 EP12,,英语,走不成,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_16,120_00_36_17,000.wav",
52235,电视剧2 EP12,,马来语,求大人为民女做主,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_18,120_00_36_19,560_chinesetts.wav",
52236,电视剧2 EP12,,英语,求大人为民女做主,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_18,120_00_36_19,560_chinesetts.wav",
52237,电视剧2 EP12,,马来语,重申请受访冤案,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_19,560_00_36_21,120_chinesetts.wav",
52238,电视剧2 EP12,,英语,重申请受访冤案,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_19,560_00_36_21,120_chinesetts.wav",
52239,电视剧2 EP12,,马来语,来中超既然此女子口口声声找的是我,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_24,000_00_36_27,720_chinesetts.wav",
52240,电视剧2 EP12,,英语,来中超既然此女子口口声声找的是我,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_24,000_00_36_27,720_chinesetts.wav",
52241,电视剧2 EP12,,马来语,还往哪儿走啊,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_28,320_00_36_29,240_chinesetts.wav",
52242,电视剧2 EP12,,英语,还往哪儿走啊,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_28,320_00_36_29,240_chinesetts.wav",
52243,电视剧2 EP12,,马来语,既然大哥你开口这人就送给你了,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_29,240_00_36_33,880_chinesetts.wav",
52244,电视剧2 EP12,,英语,既然大哥你开口这人就送给你了,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_29,240_00_36_33,880_chinesetts.wav",
52245,电视剧2 EP12,,马来语,大格岭云雀早就听说大格岭铁面无私最是正直,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_40,000_00_36_44,120_chinesetts.wav",
52246,电视剧2 EP12,,英语,大格岭云雀早就听说大格岭铁面无私最是正直,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_40,000_00_36_44,120_chinesetts.wav",
52247,电视剧2 EP12,,马来语,我们家在江南给锦绣坊提供丝绸原料,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_44,400_00_36_47,560_chinesetts.wav",
52248,电视剧2 EP12,,英语,我们家在江南给锦绣坊提供丝绸原料,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_44,400_00_36_47,560_chinesetts.wav",
52249,电视剧2 EP12,,马来语,这是锦绣坊给我们家下的订单册,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_47,800_00_36_50,080_chinesetts.wav",
52250,电视剧2 EP12,,英语,这是锦绣坊给我们家下的订单册,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_47,800_00_36_50,080_chinesetts.wav",
52251,电视剧2 EP12,,马来语,这是当年长公主驸马下的订单,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_53,760_00_36_56,040_chinesetts.wav",
52252,电视剧2 EP12,,英语,这是当年长公主驸马下的订单,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_53,760_00_36_56,040_chinesetts.wav",
52253,电视剧2 EP12,,马来语,一致的死局,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_56,200_00_36_57,360_chinesetts.wav",
52254,电视剧2 EP12,,英语,一致的死局,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_56,200_00_36_57,360_chinesetts.wav",
52255,电视剧2 EP12,,马来语,但是这个点的用纸比往常要轻薄,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_57,600_00_37_00,160_chinesetts.wav",
52256,电视剧2 EP12,,英语,但是这个点的用纸比往常要轻薄,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_36_57,600_00_37_00,160_chinesetts.wav",
52257,电视剧2 EP12,,马来语,如果能证明此叮当没人动过手脚就能给锦绣好房了对不对,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_37_00,200_00_37_04,440_chinesetts.wav",
52258,电视剧2 EP12,,英语,如果能证明此叮当没人动过手脚就能给锦绣好房了对不对,测试集a,"/alg_2025_audios_final/电视剧2 EP12/电视剧2 EP12_00_37_00,200_00_37_04,440_chinesetts.wav",
